,model,dataset,fold,default_config,tuned_config
1475,XGBoost,kick,0,XGBoost_c1_BAG_L1,XGBoost_r184_BAG_L1
1476,NeuralNetFastAI,kick,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r186_BAG_L1
1477,CatBoost,kick,1,CatBoost_c1_BAG_L1,CatBoost_r173_BAG_L1
1478,LightGBM,kick,1,LightGBM_c1_BAG_L1,LightGBM_r196_BAG_L1
1479,LinearModel,kick,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1480,NeuralNetTorch,kick,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r82_BAG_L1
1481,RandomForest,kick,1,RandomForest_c1_BAG_L1,RandomForest_r123_BAG_L1
1482,XGBoost,kick,1,XGBoost_c1_BAG_L1,XGBoost_r16_BAG_L1
1483,NeuralNetFastAI,kick,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r186_BAG_L1
1484,CatBoost,kick,2,CatBoost_c1_BAG_L1,CatBoost_r32_BAG_L1
1485,LightGBM,kick,2,LightGBM_c1_BAG_L1,LightGBM_r196_BAG_L1
1486,LinearModel,kick,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1487,NeuralNetTorch,kick,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r31_BAG_L1
1488,RandomForest,kick,2,RandomForest_c1_BAG_L1,RandomForest_r123_BAG_L1
1489,XGBoost,kick,2,XGBoost_c1_BAG_L1,XGBoost_r126_BAG_L1
1490,NeuralNetFastAI,kick,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r186_BAG_L1
1491,CatBoost,kin8nm,0,CatBoost_c1_BAG_L1,CatBoost_r32_BAG_L1
1492,LightGBM,kin8nm,0,LightGBM_c1_BAG_L1,LightGBM_r127_BAG_L1
1493,LinearModel,kin8nm,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1494,NeuralNetTorch,kin8nm,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r154_BAG_L1
1495,RandomForest,kin8nm,0,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1496,XGBoost,kin8nm,0,XGBoost_c1_BAG_L1,XGBoost_r82_BAG_L1
1497,NeuralNetFastAI,kin8nm,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r138_BAG_L1
1498,CatBoost,kin8nm,1,CatBoost_c1_BAG_L1,CatBoost_r32_BAG_L1
1499,LightGBM,kin8nm,1,LightGBM_c1_BAG_L1,LightGBM_r30_BAG_L1
1500,LinearModel,kin8nm,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1501,NeuralNetTorch,kin8nm,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r154_BAG_L1
1502,RandomForest,kin8nm,1,RandomForest_c1_BAG_L1,RandomForest_r166_BAG_L1
1503,XGBoost,kin8nm,1,XGBoost_c1_BAG_L1,XGBoost_r153_BAG_L1
1504,NeuralNetFastAI,kin8nm,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r138_BAG_L1
1505,CatBoost,kin8nm,2,CatBoost_c1_BAG_L1,CatBoost_r32_BAG_L1
1506,LightGBM,kin8nm,2,LightGBM_c1_BAG_L1,LightGBM_r30_BAG_L1
1507,LinearModel,kin8nm,2,LinearModel_c1_BAG_L1,LinearModel_r25_BAG_L1
1508,NeuralNetTorch,kin8nm,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r143_BAG_L1
1509,RandomForest,kin8nm,2,RandomForest_c1_BAG_L1,RandomForest_r166_BAG_L1
1510,XGBoost,kin8nm,2,XGBoost_c1_BAG_L1,XGBoost_r194_BAG_L1
1511,NeuralNetFastAI,kin8nm,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r138_BAG_L1
1512,CatBoost,madeline,0,CatBoost_c1_BAG_L1,CatBoost_r31_BAG_L1
1513,LightGBM,madeline,0,LightGBM_c1_BAG_L1,LightGBM_r27_BAG_L1
1514,LinearModel,madeline,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1515,NeuralNetTorch,madeline,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r117_BAG_L1
1516,RandomForest,madeline,0,RandomForest_c1_BAG_L1,RandomForest_r134_BAG_L1
1517,XGBoost,madeline,0,XGBoost_c1_BAG_L1,XGBoost_r164_BAG_L1
1518,NeuralNetFastAI,madeline,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r113_BAG_L1
1519,CatBoost,madeline,1,CatBoost_c1_BAG_L1,CatBoost_r32_BAG_L1
1520,LightGBM,madeline,1,LightGBM_c1_BAG_L1,LightGBM_r54_BAG_L1
1521,LinearModel,madeline,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1522,NeuralNetTorch,madeline,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r148_BAG_L1
1523,RandomForest,madeline,1,RandomForest_c1_BAG_L1,RandomForest_r185_BAG_L1
1524,XGBoost,madeline,1,XGBoost_c1_BAG_L1,XGBoost_r105_BAG_L1
1525,NeuralNetFastAI,madeline,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r113_BAG_L1
1526,CatBoost,madeline,2,CatBoost_c1_BAG_L1,CatBoost_r52_BAG_L1
1527,LightGBM,madeline,2,LightGBM_c1_BAG_L1,LightGBM_r54_BAG_L1
1528,LinearModel,madeline,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1529,NeuralNetTorch,madeline,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r148_BAG_L1
1530,RandomForest,madeline,2,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1531,XGBoost,madeline,2,XGBoost_c1_BAG_L1,XGBoost_r146_BAG_L1
1532,NeuralNetFastAI,madeline,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r113_BAG_L1
1533,CatBoost,madelon,0,CatBoost_c1_BAG_L1,CatBoost_r32_BAG_L1
1534,LightGBM,madelon,0,LightGBM_c1_BAG_L1,LightGBM_r162_BAG_L1
1535,LinearModel,madelon,0,LinearModel_c1_BAG_L1,LinearModel_r7_BAG_L1
1536,NeuralNetTorch,madelon,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r176_BAG_L1
1537,RandomForest,madelon,0,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1538,XGBoost,madelon,0,XGBoost_c1_BAG_L1,XGBoost_r62_BAG_L1
1539,NeuralNetFastAI,madelon,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r102_BAG_L1
1540,CatBoost,madelon,1,CatBoost_c1_BAG_L1,CatBoost_r31_BAG_L1
1541,LightGBM,madelon,1,LightGBM_c1_BAG_L1,LightGBM_r61_BAG_L1
1542,LinearModel,madelon,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1543,NeuralNetTorch,madelon,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r148_BAG_L1
1544,RandomForest,madelon,1,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1545,XGBoost,madelon,1,XGBoost_c1_BAG_L1,XGBoost_r62_BAG_L1
1546,NeuralNetFastAI,madelon,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r163_BAG_L1
1547,CatBoost,madelon,2,CatBoost_c1_BAG_L1,CatBoost_r146_BAG_L1
1548,LightGBM,madelon,2,LightGBM_c1_BAG_L1,LightGBM_r162_BAG_L1
1549,LinearModel,madelon,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1550,NeuralNetTorch,madelon,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r148_BAG_L1
1551,RandomForest,madelon,2,RandomForest_c1_BAG_L1,RandomForest_r110_BAG_L1
1552,XGBoost,madelon,2,XGBoost_c1_BAG_L1,XGBoost_r164_BAG_L1
1553,NeuralNetFastAI,madelon,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r163_BAG_L1
1554,CatBoost,mammography,0,CatBoost_c1_BAG_L1,CatBoost_r86_BAG_L1
1555,LightGBM,mammography,0,LightGBM_c1_BAG_L1,LightGBM_r148_BAG_L1
1556,LinearModel,mammography,0,LinearModel_c1_BAG_L1,LinearModel_r12_BAG_L1
1557,NeuralNetTorch,mammography,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r3_BAG_L1
1558,RandomForest,mammography,0,RandomForest_c1_BAG_L1,RandomForest_r123_BAG_L1
1559,XGBoost,mammography,0,XGBoost_c1_BAG_L1,XGBoost_r79_BAG_L1
1560,NeuralNetFastAI,mammography,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r46_BAG_L1
1561,CatBoost,mammography,1,CatBoost_c1_BAG_L1,CatBoost_r52_BAG_L1
1562,LightGBM,mammography,1,LightGBM_c1_BAG_L1,LightGBM_r81_BAG_L1
1563,LinearModel,mammography,1,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
1564,NeuralNetTorch,mammography,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r115_BAG_L1
1565,RandomForest,mammography,1,RandomForest_c1_BAG_L1,RandomForest_r117_BAG_L1
1566,XGBoost,mammography,1,XGBoost_c1_BAG_L1,XGBoost_r159_BAG_L1
1567,NeuralNetFastAI,mammography,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r44_BAG_L1
1568,CatBoost,mammography,2,CatBoost_c1_BAG_L1,CatBoost_r163_BAG_L1
1569,LightGBM,mammography,2,LightGBM_c1_BAG_L1,LightGBM_r32_BAG_L1
1570,LinearModel,mammography,2,LinearModel_c1_BAG_L1,LinearModel_r9_BAG_L1
1571,NeuralNetTorch,mammography,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r3_BAG_L1
1572,RandomForest,mammography,2,RandomForest_c1_BAG_L1,RandomForest_r100_BAG_L1
1573,XGBoost,mammography,2,XGBoost_c1_BAG_L1,XGBoost_r197_BAG_L1
1574,NeuralNetFastAI,mammography,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r118_BAG_L1
1575,CatBoost,mc1,0,CatBoost_c1_BAG_L1,CatBoost_r52_BAG_L1
1576,LightGBM,mc1,0,LightGBM_c1_BAG_L1,LightGBM_r136_BAG_L1
1577,LinearModel,mc1,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1578,NeuralNetTorch,mc1,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r182_BAG_L1
1579,RandomForest,mc1,0,RandomForest_c1_BAG_L1,RandomForest_r111_BAG_L1
1580,XGBoost,mc1,0,XGBoost_c1_BAG_L1,XGBoost_r103_BAG_L1
1581,NeuralNetFastAI,mc1,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r137_BAG_L1
1582,CatBoost,mc1,1,CatBoost_c1_BAG_L1,CatBoost_r118_BAG_L1
1583,LightGBM,mc1,1,LightGBM_c1_BAG_L1,LightGBM_r28_BAG_L1
1584,LinearModel,mc1,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1585,NeuralNetTorch,mc1,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r18_BAG_L1
1586,RandomForest,mc1,1,RandomForest_c1_BAG_L1,RandomForest_r104_BAG_L1
1587,XGBoost,mc1,1,XGBoost_c1_BAG_L1,XGBoost_r39_BAG_L1
1588,NeuralNetFastAI,mc1,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r44_BAG_L1
1589,CatBoost,mc1,2,CatBoost_c1_BAG_L1,CatBoost_r200_BAG_L1
1590,LightGBM,mc1,2,LightGBM_c1_BAG_L1,LightGBM_r106_BAG_L1
1591,LinearModel,mc1,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1592,NeuralNetTorch,mc1,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r179_BAG_L1
1593,RandomForest,mc1,2,RandomForest_c1_BAG_L1,RandomForest_r143_BAG_L1
1594,XGBoost,mc1,2,XGBoost_c1_BAG_L1,XGBoost_r161_BAG_L1
1595,NeuralNetFastAI,mc1,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r105_BAG_L1
1596,CatBoost,meta,0,CatBoost_c1_BAG_L1,CatBoost_r121_BAG_L1
1597,LightGBM,meta,0,LightGBM_c1_BAG_L1,LightGBM_r66_BAG_L1
1598,LinearModel,meta,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1599,NeuralNetTorch,meta,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r148_BAG_L1
1600,RandomForest,meta,0,RandomForest_c1_BAG_L1,RandomForest_r19_BAG_L1
1601,XGBoost,meta,0,XGBoost_c1_BAG_L1,XGBoost_r136_BAG_L1
1602,NeuralNetFastAI,meta,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r134_BAG_L1
1603,CatBoost,meta,1,CatBoost_c1_BAG_L1,CatBoost_r197_BAG_L1
1604,LightGBM,meta,1,LightGBM_c1_BAG_L1,LightGBM_r157_BAG_L1
1605,LinearModel,meta,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1606,NeuralNetTorch,meta,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r88_BAG_L1
1607,RandomForest,meta,1,RandomForest_c1_BAG_L1,RandomForest_r144_BAG_L1
1608,XGBoost,meta,1,XGBoost_c1_BAG_L1,XGBoost_r68_BAG_L1
1609,NeuralNetFastAI,meta,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r41_BAG_L1
1610,CatBoost,meta,2,CatBoost_c1_BAG_L1,CatBoost_r37_BAG_L1
1611,LightGBM,meta,2,LightGBM_c1_BAG_L1,LightGBM_r166_BAG_L1
1612,LinearModel,meta,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1613,NeuralNetTorch,meta,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r148_BAG_L1
1614,RandomForest,meta,2,RandomForest_c1_BAG_L1,RandomForest_r144_BAG_L1
1615,XGBoost,meta,2,XGBoost_c1_BAG_L1,XGBoost_r51_BAG_L1
1616,NeuralNetFastAI,meta,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r168_BAG_L1
1617,CatBoost,mozilla4,0,CatBoost_c1_BAG_L1,CatBoost_r21_BAG_L1
1618,LightGBM,mozilla4,0,LightGBM_c1_BAG_L1,LightGBM_r161_BAG_L1
1619,LinearModel,mozilla4,0,LinearModel_c1_BAG_L1,LinearModel_r27_BAG_L1
1620,NeuralNetTorch,mozilla4,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r22_BAG_L1
1621,RandomForest,mozilla4,0,RandomForest_c1_BAG_L1,RandomForest_r195_BAG_L1
1622,XGBoost,mozilla4,0,XGBoost_c1_BAG_L1,XGBoost_r132_BAG_L1
1623,NeuralNetFastAI,mozilla4,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r51_BAG_L1
1624,CatBoost,mozilla4,1,CatBoost_c1_BAG_L1,CatBoost_r87_BAG_L1
1625,LightGBM,mozilla4,1,LightGBM_c1_BAG_L1,LightGBM_r161_BAG_L1
1626,LinearModel,mozilla4,1,LinearModel_c1_BAG_L1,LinearModel_r3_BAG_L1
1627,NeuralNetTorch,mozilla4,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r78_BAG_L1
1628,RandomForest,mozilla4,1,RandomForest_c1_BAG_L1,RandomForest_r195_BAG_L1
1629,XGBoost,mozilla4,1,XGBoost_c1_BAG_L1,XGBoost_r33_BAG_L1
1630,NeuralNetFastAI,mozilla4,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r51_BAG_L1
1631,CatBoost,mozilla4,2,CatBoost_c1_BAG_L1,CatBoost_r100_BAG_L1
1632,LightGBM,mozilla4,2,LightGBM_c1_BAG_L1,LightGBM_r161_BAG_L1
1633,LinearModel,mozilla4,2,LinearModel_c1_BAG_L1,LinearModel_r45_BAG_L1
1634,NeuralNetTorch,mozilla4,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r97_BAG_L1
1635,RandomForest,mozilla4,2,RandomForest_c1_BAG_L1,RandomForest_r195_BAG_L1
1636,XGBoost,mozilla4,2,XGBoost_c1_BAG_L1,XGBoost_r33_BAG_L1
1637,NeuralNetFastAI,mozilla4,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r51_BAG_L1
1638,CatBoost,no2,0,CatBoost_c1_BAG_L1,CatBoost_r159_BAG_L1
1639,LightGBM,no2,0,LightGBM_c1_BAG_L1,LightGBM_r74_BAG_L1
1640,LinearModel,no2,0,LinearModel_c1_BAG_L1,LinearModel_r14_BAG_L1
1641,NeuralNetTorch,no2,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r127_BAG_L1
1642,RandomForest,no2,0,RandomForest_c1_BAG_L1,RandomForest_r114_BAG_L1
1643,XGBoost,no2,0,XGBoost_c1_BAG_L1,XGBoost_r194_BAG_L1
1644,NeuralNetFastAI,no2,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r99_BAG_L1
1645,CatBoost,no2,1,CatBoost_c1_BAG_L1,CatBoost_r139_BAG_L1
1646,LightGBM,no2,1,LightGBM_c1_BAG_L1,LightGBM_r188_BAG_L1
1647,LinearModel,no2,1,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
1648,NeuralNetTorch,no2,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r40_BAG_L1
1649,RandomForest,no2,1,RandomForest_c1_BAG_L1,RandomForest_r104_BAG_L1
1650,XGBoost,no2,1,XGBoost_c1_BAG_L1,XGBoost_r180_BAG_L1
1651,NeuralNetFastAI,no2,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r168_BAG_L1
1652,CatBoost,no2,2,CatBoost_c1_BAG_L1,CatBoost_r111_BAG_L1
1653,LightGBM,no2,2,LightGBM_c1_BAG_L1,LightGBM_r178_BAG_L1
1654,LinearModel,no2,2,LinearModel_c1_BAG_L1,LinearModel_r29_BAG_L1
1655,NeuralNetTorch,no2,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r95_BAG_L1
1656,RandomForest,no2,2,RandomForest_c1_BAG_L1,RandomForest_r144_BAG_L1
1657,XGBoost,no2,2,XGBoost_c1_BAG_L1,XGBoost_r193_BAG_L1
1658,NeuralNetFastAI,no2,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r30_BAG_L1
1659,CatBoost,nomao,0,CatBoost_c1_BAG_L1,CatBoost_r67_BAG_L1
1660,LightGBM,nomao,0,LightGBM_c1_BAG_L1,LightGBM_r106_BAG_L1
1661,LinearModel,nomao,0,LinearModel_c1_BAG_L1,LinearModel_r49_BAG_L1
1662,NeuralNetTorch,nomao,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r134_BAG_L1
1663,RandomForest,nomao,0,RandomForest_c1_BAG_L1,RandomForest_r166_BAG_L1
1664,XGBoost,nomao,0,XGBoost_c1_BAG_L1,XGBoost_r142_BAG_L1
1665,NeuralNetFastAI,nomao,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r168_BAG_L1
1666,CatBoost,nomao,1,CatBoost_c1_BAG_L1,CatBoost_r31_BAG_L1
1667,LightGBM,nomao,1,LightGBM_c1_BAG_L1,LightGBM_r106_BAG_L1
1668,LinearModel,nomao,1,LinearModel_c1_BAG_L1,LinearModel_r46_BAG_L1
1669,NeuralNetTorch,nomao,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r134_BAG_L1
1670,RandomForest,nomao,1,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
1671,XGBoost,nomao,1,XGBoost_c1_BAG_L1,XGBoost_r184_BAG_L1
1672,NeuralNetFastAI,nomao,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r91_BAG_L1
1673,CatBoost,nomao,2,CatBoost_c1_BAG_L1,CatBoost_r188_BAG_L1
1674,LightGBM,nomao,2,LightGBM_c1_BAG_L1,LightGBM_r198_BAG_L1
1675,LinearModel,nomao,2,LinearModel_c1_BAG_L1,LinearModel_r17_BAG_L1
1676,NeuralNetTorch,nomao,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r63_BAG_L1
1677,RandomForest,nomao,2,RandomForest_c1_BAG_L1,RandomForest_r166_BAG_L1
1678,XGBoost,nomao,2,XGBoost_c1_BAG_L1,XGBoost_r64_BAG_L1
1679,NeuralNetFastAI,nomao,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r74_BAG_L1
1680,CatBoost,numerai28_6,0,CatBoost_c1_BAG_L1,CatBoost_r197_BAG_L1
1681,LightGBM,numerai28_6,0,LightGBM_c1_BAG_L1,LightGBM_r150_BAG_L1
1682,LinearModel,numerai28_6,0,LinearModel_c1_BAG_L1,LinearModel_r39_BAG_L1
1683,NeuralNetTorch,numerai28_6,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r129_BAG_L1
1684,RandomForest,numerai28_6,0,RandomForest_c1_BAG_L1,RandomForest_r10_BAG_L1
1685,XGBoost,numerai28_6,0,XGBoost_c1_BAG_L1,XGBoost_r84_BAG_L1
1686,NeuralNetFastAI,numerai28_6,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r148_BAG_L1
1687,CatBoost,numerai28_6,1,CatBoost_c1_BAG_L1,CatBoost_r5_BAG_L1
1688,LightGBM,numerai28_6,1,LightGBM_c1_BAG_L1,LightGBM_r196_BAG_L1
1689,LinearModel,numerai28_6,1,LinearModel_c1_BAG_L1,LinearModel_r7_BAG_L1
1690,NeuralNetTorch,numerai28_6,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r129_BAG_L1
1691,RandomForest,numerai28_6,1,RandomForest_c1_BAG_L1,RandomForest_r10_BAG_L1
1692,XGBoost,numerai28_6,1,XGBoost_c1_BAG_L1,XGBoost_r103_BAG_L1
1693,NeuralNetFastAI,numerai28_6,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r175_BAG_L1
1694,CatBoost,numerai28_6,2,CatBoost_c1_BAG_L1,CatBoost_r91_BAG_L1
1695,LightGBM,numerai28_6,2,LightGBM_c1_BAG_L1,LightGBM_r13_BAG_L1
1696,LinearModel,numerai28_6,2,LinearModel_c1_BAG_L1,LinearModel_r11_BAG_L1
1697,NeuralNetTorch,numerai28_6,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r129_BAG_L1
1698,RandomForest,numerai28_6,2,RandomForest_c1_BAG_L1,RandomForest_r10_BAG_L1
1699,XGBoost,numerai28_6,2,XGBoost_c1_BAG_L1,XGBoost_r30_BAG_L1
1700,NeuralNetFastAI,numerai28_6,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r70_BAG_L1
1701,CatBoost,ozone-level-8hr,0,CatBoost_c1_BAG_L1,CatBoost_r65_BAG_L1
1702,LightGBM,ozone-level-8hr,0,LightGBM_c1_BAG_L1,LightGBM_r127_BAG_L1
1703,LinearModel,ozone-level-8hr,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1704,NeuralNetTorch,ozone-level-8hr,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r69_BAG_L1
1705,RandomForest,ozone-level-8hr,0,RandomForest_c1_BAG_L1,RandomForest_r143_BAG_L1
1706,XGBoost,ozone-level-8hr,0,XGBoost_c1_BAG_L1,XGBoost_r196_BAG_L1
1707,NeuralNetFastAI,ozone-level-8hr,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r6_BAG_L1
1708,CatBoost,ozone-level-8hr,1,CatBoost_c1_BAG_L1,CatBoost_r50_BAG_L1
1709,LightGBM,ozone-level-8hr,1,LightGBM_c1_BAG_L1,LightGBM_r100_BAG_L1
1710,LinearModel,ozone-level-8hr,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1711,NeuralNetTorch,ozone-level-8hr,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r145_BAG_L1
1712,RandomForest,ozone-level-8hr,1,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
1713,XGBoost,ozone-level-8hr,1,XGBoost_c1_BAG_L1,XGBoost_r37_BAG_L1
1714,NeuralNetFastAI,ozone-level-8hr,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r26_BAG_L1
1715,CatBoost,ozone-level-8hr,2,CatBoost_c1_BAG_L1,CatBoost_r86_BAG_L1
1716,LightGBM,ozone-level-8hr,2,LightGBM_c1_BAG_L1,LightGBM_r57_BAG_L1
1717,LinearModel,ozone-level-8hr,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1718,NeuralNetTorch,ozone-level-8hr,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r145_BAG_L1
1719,RandomForest,ozone-level-8hr,2,RandomForest_c1_BAG_L1,RandomForest_r126_BAG_L1
1720,XGBoost,ozone-level-8hr,2,XGBoost_c1_BAG_L1,XGBoost_r93_BAG_L1
1721,NeuralNetFastAI,ozone-level-8hr,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r175_BAG_L1
1722,CatBoost,parity5_plus_5,0,CatBoost_c1_BAG_L1,CatBoost_r103_BAG_L1
1723,LightGBM,parity5_plus_5,0,LightGBM_c1_BAG_L1,LightGBM_r145_BAG_L1
1724,LinearModel,parity5_plus_5,0,LinearModel_c1_BAG_L1,LinearModel_r13_BAG_L1
1725,NeuralNetTorch,parity5_plus_5,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r103_BAG_L1
1726,RandomForest,parity5_plus_5,0,RandomForest_c1_BAG_L1,RandomForest_r144_BAG_L1
1727,XGBoost,parity5_plus_5,0,XGBoost_c1_BAG_L1,XGBoost_r193_BAG_L1
1728,NeuralNetFastAI,parity5_plus_5,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r100_BAG_L1
1729,CatBoost,parity5_plus_5,1,CatBoost_c1_BAG_L1,CatBoost_r103_BAG_L1
1730,LightGBM,parity5_plus_5,1,LightGBM_c1_BAG_L1,LightGBM_r134_BAG_L1
1731,LinearModel,parity5_plus_5,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1732,NeuralNetTorch,parity5_plus_5,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r103_BAG_L1
1733,RandomForest,parity5_plus_5,1,RandomForest_c1_BAG_L1,RandomForest_r144_BAG_L1
1734,XGBoost,parity5_plus_5,1,XGBoost_c1_BAG_L1,XGBoost_r79_BAG_L1
1735,NeuralNetFastAI,parity5_plus_5,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r100_BAG_L1
1736,CatBoost,parity5_plus_5,2,CatBoost_c1_BAG_L1,CatBoost_r104_BAG_L1
1737,LightGBM,parity5_plus_5,2,LightGBM_c1_BAG_L1,LightGBM_r134_BAG_L1
1738,LinearModel,parity5_plus_5,2,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
1739,NeuralNetTorch,parity5_plus_5,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r104_BAG_L1
1740,RandomForest,parity5_plus_5,2,RandomForest_c1_BAG_L1,RandomForest_r144_BAG_L1
1741,XGBoost,parity5_plus_5,2,XGBoost_c1_BAG_L1,XGBoost_r111_BAG_L1
1742,NeuralNetFastAI,parity5_plus_5,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r100_BAG_L1
